Outbreak ID,Date,Year,Province ,Territory ,Health Zone,Cases,Deaths,CFR (%),Population,"Cases/100,000","Deaths/100,000"
COD78-5-12-1,12 May,1978,Tanganyika,Kalemie,,312,96,30.769,"24,956,358",1.2502,0.3847
COD78-5-12-1,12 May,1978,Sud-Kivu,,,,,,,,
COD78-5-12-1,12 May,1978,Sud-Kivu,Uvira,,"3,295",258,7.830,"24,956,358",,1.0338
COD78-5-12-1,12 May,1978,Sud-Kivu,Bakavu,,"1,029",35,3.401,"24,956,358",,0.1402
COD78-5-12-1,12 May,1978,Sud-Kivu,Kabare,Katana,"4,500",145,3.222,"24,956,358",,0.5810
COD87-8-1-1,1 Aug,1987,Maï-Ndombe,Bolobo,,,48,,"31,528,708",,0.1522
COD96-4-4-1,4 Apr,1996,Kinshasa,,,147,33,22.449,"42,757,243",0.3438,0.0772
COD96-4-4-1,4 Apr,1996,,Barumbu,,,,,,,
COD96-4-4-1,4 Apr,1996,,Limete,,,,,,,
COD96-4-4-1,4 Apr,1996,Kongo-Central,Kingwala,,,,,,,
COD96-7-5-1,5 Jul,1996,,,,821,179,21.803,"42,757,243",1.9201,0.4186
COD96-11-15-1,15 Nov,1996,,,,2,,,"42,757,243",0.0047,
COD96-11-16-1,16 Nov,1996,Kinshasa,,,821,179,21.803,"42,757,243",1.9201,0.4186
COD96-11-16-2,16 Nov,1996,Nord-Kivu,Goma,Sake,"1,133",23,2.030,"42,757,243",2.6498,0.0538
COD96-12-13-1,13 Dec,1996,Nord-Kivu,Goma,,"1,133",23,2.030,"42,757,243",2.6498,0.0538
COD97-4-15-1,15 Apr,1997,,,,,,,,,
COD97-4-15-1,15 Apr,1997,Kinshasa,,,,,,,,
COD97-4-15-1,15 Apr,1997,Equateur ,,,,,,,,
COD97-12-18-1,18 Dec,1997,Zaire,,Kapalata Camp,800,54,6.750,"43,827,180",1.8254,0.1232
COD98-1-1-1,1 Jan,1998,,,,"9,605",746,7.767,"44,849,967",21.4158,1.6633
COD98-1-1-1,1 Jan,1998,Ituri,Bunia,,,,,,,
COD98-1-1-1,1 Jan,1998,Sud-Kivu,Bukavu,,,,,,,
COD98-1-6-1,6 Jan,1998,Tshopo,Kisangani,,800,54,6.750,"44,849,967",1.7837,0.1204
COD98-4-1-1,1 Apr,1998,,,,"3,962",115,2.903,"44,849,967",8.8339,0.2564
COD98-4-1-1,1 Apr,1998,Sud-Kivu,,,,,,,,
COD98-4-1-1,1 Apr,1998,Nord-Kivu,,,,,,,,
COD98-5-19-1,19 May,1998,Ituri,Bunia,,"9,605",746,7.767,"44,849,967",21.4158,1.6633
COD98-10-1-1,1 Oct,1998,Sud-Kivu,Shabunda,,,30,,"44,849,967",,0.0669
COD99-12-9-1,9 Dec,1999,Kinshasa,,,74,4,5.405,"45,919,613",0.1612,0.0087
COD01-2-1-1,1 Feb,2001,Nord-Kivu,Goma,,677,8,1.182,"48,428,545",1.3979,0.0165
COD01-10-1-1,1 Oct,2001,Haut-Katanga ,,,851,72,8.461,"48,428,545",1.7572,0.1487
COD01-10-1-1,1 Oct,2001,,Lubumbashi,,,,,,,
COD01-10-1-1,1 Oct,2001,,Ankoro,,,,,,,
COD01-10-1-1,1 Oct,2001,,Kabalo,,,,,,,
COD01-10-1-1,1 Oct,2001,,Kongolo,,,,,,,
COD01-10-1-1,1 Oct,2001,,Kelemie,,,,,,,
COD01-11-1-1,1 Nov,2001,Haut-Katanga ,,,"6,099",502,8.231,"48,428,545",12.5938,1.0366
COD02-3-5-1,5 Mar,2002,Haut-Katanga ,,,"5,021",407,8.106,"49,871,666",10.0678,0.8161
COD02-3-15-1,15 Mar,2002,Haut-Katanga ,,,"6,601",502,7.605,"49,871,666",13.2360,1.0066
COD02-7-1-1,1 Jul,2002,,,,"2,636",67,2.542,"49,871,666",5.2856,0.1343
COD02-7-1-1,1 Jul,2002,Haut-Lomami,Malemba-Nkulu,,,,,,,
COD02-7-1-1,1 Jul,2002,Haut-Katanga ,Kabalo,,,,,,,
COD02-7-1-1,1 Jul,2002,Nord-Kivu,Butembo,,,,,,,
COD02-7-1-1,1 Jul,2002,Kasaï-Oriental ,,,,,,,,
COD02-9-1-1,1 Sep,2002,Kasaï-Oriental ,Mbuji-Mayi,,"9,767",571,5.846,"48,428,545",20.1679,1.1791
COD02-9-16-1,16 Sep,2002,Haut-Katanga ,,,"2,636",67,2.542,"48,428,545",5.4431,0.1383
COD02-10-16-1,16 Oct,2002,Kasaï-Oriental ,Mbuji-Mayi,,353,41,11.615,"48,428,545",0.7289,0.0847
COD02-11-15-1,15 Nov,2002,Kasaï-Oriental ,,,394,41,10.406,"49,871,666",0.7900,0.0822
COD03-6-13-1,13 Jun,2003,,,,"13,452",380,2.825,"51,425,580",26.1582,0.7389
COD03-6-13-1,13 Jun,2003,Sud-Kivu,,,"1,387",26,1.875,"51,425,580",2.6971,0.0506
COD03-6-13-1,13 Jun,2003,Haut-Katanga ,,,"7,557",221,2.924,"51,425,580",14.6950,0.4297
COD03-6-13-1,13 Jun,2003,Kasaï-Oriental ,,,"3,098",89,2.873,"51,425,580",6.0242,0.1731
COD03-6-1-1,1 Jun,2003,,,,"13,072",380,2.907,"51,425,580",25.4193,0.7389
COD03-6-1-1,1 Jun,2003,Sud-Kivu,,,,,,,,
COD03-6-1-1,1 Jun,2003,Haut-Katanga ,,,,,,,,
COD03-6-1-1,1 Jun,2003,Kasaï-Oriental ,,,,,,,,
COD03-9-17-1,17 Sep,2003,Kasaï-Oriental ,Mbuji-Mayi,,"7,145",369,5.164,"51,425,580",13.8939,0.7175
COD05-1-1-1,1 Jan,2005,Ituri,,,"1,420",29,2.042,"54,785,903",2.5919,0.0529
COD05-1-1-1,1 Jan,2005,,Kafé,,,,,,,
COD05-1-1-1,1 Jan,2005,,Tchomia,,,,,,,
COD05-1-1-1,1 Jan,2005,,Tché,,,,,,,
COD05-1-17-1,17 Jan,2005,Lake Kivu,,,"2,152",34,1.580,"54,785,903",3.9280,0.0621
COD05-1-17-1,17 Jan,2005,,Bukavu,,,,,,,
COD05-1-17-1,17 Jan,2005,,Uvira,,,,,,,
COD06-1-6-1,6 Jan,2006,Haut-Katanga ,North Haut-Katanga,,770,34,4.416,"56,578,037",1.3610,0.0601
COD06-1-6-2,6 Jan,2006,Sud-Kivu,,,948,13,1.371,"56,578,037",1.6756,0.0230
COD06-1-6-2,6 Jan,2006,,Uvira,,,,,,,
COD06-1-6-2,6 Jan,2006,,Fizi,,,,,,,
COD06-10-1-1,1 Oct,2006,Sud-Kivu,Bukavu,,246,10,4.065,"56,578,037",0.4348,0.0177
COD06-10-1-1,1 Oct,2006,,,Kadutu,,,,,,
COD06-10-1-1,1 Oct,2006,,,Bagira,,,,,,
COD06-10-1-1,1 Oct,2006,,,Ibanda,,,,,,
COD08-1-1-1,1 Jan,2008,Haut-Katanga ,,,"5,990",,,"60,411,195",9.9154,
COD08-9-30-1,30 Sep,2008,Nord-Kivu,Mbanza-Ngungu,,116,17,14.655,"60,411,195",0.1920,0.0281
COD08-10-31-1,31 Oct,2008,Sud-Kivu,,,172,0,0.000,"60,411,195",0.2847,
COD08-10-31-1,31 Oct,2008,Sud-Kivu,Fizi,,96,2,2.083,"60,411,195",0.1589,0.0033
COD08-10-31-1,31 Oct,2008,Sud-Kivu,Kalehe,Minova ,54,0,0.000,"60,411,195",0.0894,0.0000
COD08-11-12-1,12 Nov,2008,Nord-Kivu,,,100,8,8.000,"60,411,195",0.1655,0.0132
COD08-11-12-1,12 Nov,2008,Nord-Kivu,Goma,,93,2,2.151,"60,411,195",0.1539,0.0033
COD09-1-1-1,1 Jan,2009,Sud-Kivu,,,"10,070",102,1.013,"62,448,574",16.1253,0.1633
COD09-1-1-2,1 Jan,2009,Nord-Kivu,,,"5,639",61,1.082,"62,448,574",9.0298,0.0977
COD09-7-20-1,20 Jul,2009,Nord-Kivu,,,"2,342",27,1.153,"62,448,574",3.7503,0.0432
COD09-7-20-1,20 Jul,2009,Sud-Kivu,,,"4,326",63,1.456,"62,448,574",6.9273,0.1009
COD09-8-1-1,1 Aug,2009,,,,"11,652",,,"62,448,574",18.6586,
COD09-8-1-1,1 Aug,2009,Nord-Kivu,,,,,,,,
COD09-8-1-1,1 Aug,2009,Sud-Kivu,,,,,,,,
COD09-8-1-1,1 Aug,2009,Tanganyika,,,,,,,,
COD09-8-18-1,18 Aug,2009,Nord-Kivu,Goma,,87,,0.000,"62,448,574",0.1393,
COD09-9-22-1,22 Sep,2009,Tanganyika,Kalemie,,"1,029",2,0.194,"62,448,574",1.6478,0.0032
COD09-10-8-1,8 Oct,2009,Sud-Kivu,,,562,7,1.246,"62,448,574",0.8999,0.0112
COD09-10-8-1,8 Oct,2009,Tanganyika,Kalemie,,"1,055",,,"62,448,574",1.6894,
COD09-11-3-1,3 Nov,2009,Haut-Katanga,,,,10,,"62,448,574",,0.0160
COD10-1-1-1,1 Jan,2010,,,,"3,984",31,0.778,"64,563,854",6.1706,0.0480
COD10-1-1-1,1 Jan,2010,Sud-Kivu,,,,,,,,
COD10-1-1-1,1 Jan,2010,Nord-Kivu,,,,,,,,
COD10-1-1-1,1 Jan,2010,Haut-Katanga ,,,,,,,,
COD10-6-15-1,15 Jun,2010,Tshopo,Kisangani,Bosoko,"1,000",32,3.200,"64,563,854",1.5489,0.0496
COD10-6-16-1,16 Jun,2010,Tshopo,Kisangani,Bosoko,"1,000",32,3.200,"64,563,854",1.5489,0.0496
COD10-8-1-1,1 Aug,2010,Sud-Kivu,,,290,2,0.690,"64,563,854",0.4492,0.0031
COD10-8-1-1,1 Aug,2010,,Shabunda,,,,,,,
COD10-8-1-1,1 Aug,2010,,Katshungu,,,,,,,
COD10-9-10-1,10 Sep,2010,Sud-Kivu,,,400,,,"64,563,854",0.6195,
COD10-9-10-1,10 Sep,2010,Sud-Kivu,Shabunda,,300,,,"64,563,854",0.4647,
COD10-9-10-1,10 Sep,2010,Sud-Kivu,Fizi,,98,,,"64,563,854",0.1518,
COD10-9-16-1,16 Sep,2010,Sud-Kivu,Uvira,,170,1,,"64,563,854",0.2633,0.0015
COD10-9-27-1,27 Sep,2010,Tanganyika,Kalemie,,,10,,"64,563,854",,0.0155
COD10-11-9-1,9 Nov,2010,Haut-Katanga,,,100,2,2.000,"64,563,854",0.1549,0.0031
COD10-11-9-1,9 Nov,2010,,Kalemie,,,,,,,
COD10-11-9-1,9 Nov,2010,,Kongolo,,,,,,,
COD10-11-9-1,9 Nov,2010,Tanganyika,Ankoro,Ngoya,41,2,4.878,"64,563,854",0.0635,0.0031
COD10-10-7-1,7 Oct,2010,Tanganyika,Kalemie,,200,7,3.500,"64,563,854",0.3098,0.0108
COD10-12-20-1,20 Dec,2010,,,,,30,,"64,563,854",,0.0465
COD11-1-1-1,1 Jan,2011,Congo River,,,"14,686",,,"66,755,153",21.9998,
COD11-1-1-2,1 Jan,2011,Tshopo,Kisangani,,,33,,"66,755,153",,0.0494
COD11-1-3-1,3 Jan,2011,,,,"22,233",603,2.712,"66,755,153",33.3053,0.9033
COD11-1-3-1,3 Jan,2011,Maï-Ndombe,,,,,,,,
COD11-1-3-1,3 Jan,2011,Equateur ,,,,,,,,
COD11-1-3-1,3 Jan,2011,Kinshasa,,,,,,,,
COD11-1-3-1,3 Jan,2011,Tshopo,,,,,,,,
COD11-1-3-1,3 Jan,2011,Maniema,,,,,,,,
COD11-1-3-1,3 Jan,2011,Ituri,,,,,,,,
COD11-1-3-1,3 Jan,2011,Nord-Kivu,,,,,,,,
COD11-1-3-1,3 Jan,2011,Sud-Kivu,,,,,,,,
COD11-1-3-1,3 Jan,2011,Haut-Katanga ,,,,,,,,
COD11-3-1-1,1 Mar,2011,Tshopo,Kisangani,,"3,896",265,6.802,"66,755,153",5.8363,0.3970
COD11-3-25-1,25 Mar,2011,Tshopo,Kisangani,,537,33,6.145,"66,755,153",0.8044,0.0494
COD11-4-12-1,4 Apr,2011,Tshopo,Kisangani,,931,51,5.478,"66,755,153",1.3946,0.0764
COD11-4-5-1,5 Apr,2011,Tshopo,,,786,45,5.725,"66,755,153",1.1774,0.0674
COD11-6-17-1,17 Jun,2011,Maï-Ndombe,Bolobo,,483,29,6.004,"66,755,153",0.7235,0.0434
COD11-6-23-1,23 Jun,2011,Maï-Ndombe,Bolobo,,839,49,5.840,"66,755,153",1.2568,0.0734
COD11-7-4-1,4 Jul,2011,,,,"3,000",192,6.400,"66,755,153",4.4940,0.2876
COD11-7-4-1,4 Jul,2011,Maï-Ndombe,,,"1,271",72,5.665,"66,755,153",1.9040,0.1079
COD11-7-8-1,8 Jul,2011,,,,"1,796",116,6.459,"66,755,153",2.6904,0.1738
COD11-7-8-1,8 Jul,2011,Maï-Ndombe,Bolobo,,"1,236",66,5.340,"66,755,153",1.8515,0.0989
COD11-7-8-1,8 Jul,2011,Kinshasa,,,35,6,17.143,"66,755,153",0.0524,0.0090
COD11-7-8-1,8 Jul,2011,Equateur ,,,525,66,12.571,"66,755,153",0.7865,0.0989
COD11-7-19-1,19 Jul,2011,,,,"3,729",254,6.811,"66,755,153",5.5861,0.3805
COD11-7-19-1,19 Jul,2011,Tshopo,,,,97,,"66,755,153",,0.1453
COD11-7-19-1,19 Jul,2011,Maï-Ndombe,,,,77,,"66,755,153",,0.1153
COD11-7-19-1,19 Jul,2011,Equateur ,,,,72,,"66,755,153",,0.1079
COD11-7-19-1,19 Jul,2011,Kinshasa,,,,9,,"66,755,153",,0.0135
COD11-7-22-1,22 Jul,2011,,,,"3,896",265,6.802,"66,755,153",5.8363,0.3970
COD11-7-22-1,22 Jul,2011,Maï-Ndombe,,,,,,,,
COD11-7-22-1,22 Jul,2011,Equateur ,,,,,,,,
COD11-7-22-1,22 Jul,2011,Kinshasa,,,,,,,,
COD11-7-22-1,22 Jul,2011,Tshopo,,,,,,,,
COD11-7-27-1,27 Jul,2011,,,,"4,000",279,6.975,"66,755,153",5.9920,0.4179
COD11-7-27-1,27 Jul,2011,Tshopo,,,"1,400",102,7.286,"66,755,153",2.0972,0.1528
COD11-7-27-1,27 Jul,2011,Kinshasa,,,124,14,11.290,"66,755,153",0.1858,0.0210
COD11-7-27-2,27 Jul,2011,,,,"3,896",265,6.802,"66,755,153",5.8363,0.3970
COD11-8-11-1,11 Aug,2011,,,,"5,088",296,5.818,"66,755,153",7.6219,0.4434
COD11-8-11-1,11 Aug,2011,Maï-Ndombe,,,,,,,,
COD11-8-11-1,11 Aug,2011,Equateur ,,,,,,,,
COD11-8-11-1,11 Aug,2011,Tshopo,,,,,,,,
COD11-8-11-2,11 Aug,2011,,,,"4,062",279,6.869,"66,755,153",6.0849,0.4179
COD11-8-12-1,12 Aug,2011,Maï-Ndombe,,,"1,604",100,6.234,"66,755,153",2.4028,0.1498
COD11-8-12-1,12 Aug,2011,Equateur ,,,"1,627",93,5.716,"66,755,153",2.4373,0.1393
COD11-8-12-1,12 Aug,2011,Tshopo,,,"1,586",85,5.359,"66,755,153",2.3758,0.1273
COD11-8-12-1,12 Aug,2011,Kinshasa,,,271,21,7.749,"66,755,153",0.4060,0.0315
COD11-8-19-1,19 Aug,2011,,,,"5,171",301,5.821,"66,755,153",7.7462,0.4509
COD11-8-19-1,19 Aug,2011,Maï-Ndombe,,,,101,,"66,755,153",,0.1513
COD11-8-19-1,19 Aug,2011,Equateur ,,,,90,,"66,755,153",,0.1348
COD11-8-19-1,19 Aug,2011,Tshopo,,,,82,,"66,755,153",,0.1228
COD11-8-19-1,19 Aug,2011,Kinshasa,,,,25,,"66,755,153",,0.0375
COD11-8-23-1,23 Aug,2011,Equateur ,Monkoto,,103,,,"66,755,153",0.1543,
COD11-8-23-1,23 Aug,2011,Equateur ,,,7,3,42.857,"66,755,153",0.0105,0.0045
COD11-8-23-1,23 Aug,2011,Kinshasa,,,361,26,7.202,"66,755,153",0.5408,0.0389
COD11-8-23-1,23 Aug,2011,Maï-Ndombe,,,"1,645",104,6.322,"66,755,153",2.4642,0.1558
COD11-9-21-1,21 Sep,2011,Equateur ,,,"1,450",136,9.379,"66,755,153",2.1721,0.2037
COD11-9-21-1,21 Sep,2011,,Mbandaka,,26,,,"66,755,153",0.0389,
COD11-9-30-1,30 Sep,2011,Tshopo,,,"1,590",82,5.157,"66,755,153",2.3818,0.1228
COD11-9-30-1,30 Sep,2011,Equateur ,,,"2,395",131,5.470,"66,755,153",3.5877,0.1962
COD11-10-7-1,7 Oct,2011,Tshopo,,,"6,910",384,5.557,"66,755,153",10.3513,0.5752
COD11-10-10-1,10 Oct,2011,Kinshasa,Maluku,,17,1,5.882,"66,755,153",0.0255,0.0015
COD11-11-16-1,16 Nov,2011,,,,"17,500",508,2.903,"66,755,153",26.2152,0.7610
COD11-11-16-1,16 Nov,2011,Equateur ,,,,,,,,
COD11-11-16-1,16 Nov,2011,Maï-Ndombe,,,,,,,,
COD11-11-16-1,16 Nov,2011,Kinshasa,,,,,,,,
COD11-11-16-1,16 Nov,2011,Tshopo,,,,,,,,
COD11-11-27-1,27 Nov,2011,,,,"18,165",382,2.103,"66,755,153",27.2114,0.5722
COD11-11-27-1,27 Nov,2011,Kinshasa,,,663,37,5.581,"66,755,153",0.9932,0.0554
COD11-11-27-1,27 Nov,2011,Maï-Ndombe,,,,,6.270,,,
COD11-11-27-1,27 Nov,2011,Equateur ,,,,,2.580,,,
COD11-12-8-1,8 Dec,2011,Congo River,,,"7,722",426,5.517,"66,755,153",11.5676,0.6382
COD11-12-8-1,8 Dec,2011,Equateur ,,,"3,040",140,4.605,"66,755,153",4.5540,0.2097
COD11-12-8-1,8 Dec,2011,Maï-Ndombe,,,"2,301",138,5.997,"66,755,153",3.4469,0.2067
COD11-12-8-1,8 Dec,2011,Nord-Kivu,,,"1,631",84,5.150,"66,755,153",2.4433,0.1258
COD11-12-8-1,8 Dec,2011,Kinshasa,,,750,39,5.200,"66,755,153",1.1235,0.0584
COD11-12-28-1,28 Dec,2011,Ituri,Bunia,,17,5,29.412,"66,755,153",0.0255,0.0075
COD11-12-29-1,29 Dec,2011,,,,"21,500",575,2.674,"66,755,153",32.2073,0.8614
COD11-12-29-1,29 Dec,2011,Equateur ,,,,,,,,
COD11-12-29-1,29 Dec,2011,Maï-Ndombe,,,,,,,,
COD11-12-29-1,29 Dec,2011,Kinshasa,,,351,13,3.704,"66,755,153",0.5258,0.0195
COD11-12-29-1,29 Dec,2011,Sud-Kivu,,,70,,,"66,755,153",0.1049,
COD11-12-29-2,29 Dec,2011,,,,"3,045",165,5.419,"66,755,153",4.5614,0.2472
COD11-12-29-2,29 Dec,2011,Kinshasa,,,963,42,4.361,"66,755,153",1.4426,0.0629
COD11-12-29-2,29 Dec,2011,Sud-Kivu,,,253,4,1.581,"66,755,153",0.3790,0.0060
COD12-1-1-1,1 Jan,2012,,,,"22,792",512,2.246,"69,020,747",33.0220,0.7418
COD12-1-1-1,1 Jan,2012,Tshopo,,,,,,,,
